Waktu pengosongan,Voltage,Current,Temperature,Capacity,SOH,Combined,RUL
3.025,4.17806,5.0,23.87099,"-0,00253",100.0,302.5,96.0
6.025,4.17436,5.0,24.18646,"-0,00507",99.46970684039084,599.3049837133549,95.89968652037618
9.025,4.17115,5.0,24.39678,"-0,00761",99.009641693811,893.5620162866444,95.79937304075236
12.025,4.16795,5.0,23.97615,"-0,01015",98.55100977198697,1185.0758925081434,95.69905956112852
15.025,4.16509,5.0,23.87099,"-0,01269",98.14110749185664,1474.570140065146,95.5987460815047
18.025,4.16222,5.0,24.18646,"-0,01522",97.72977198697059,1761.5791400651447,95.49843260188088
21.025,4.15969,5.0,24.29162,"-0,01776",97.3671661237785,2047.144667752443,95.39811912225706
24.025,4.157,5.0,23.97615,"-0,0203",96.98162866449506,2329.9836286644936,95.29780564263324
27.025,4.1543,5.0,23.76583,"-0,02283",96.59465798045599,2610.470631921823,95.1974921630094
30.025,4.15194,5.0,24.0813,"-0,02537",96.25641693811066,2890.0989185667727,95.09717868338558
33.025,4.14958,5.0,24.18646,"-0,02791",95.91817589576547,3167.6977589576545,94.99686520376176
36.025,4.14722,5.0,24.18646,"-0,03044",95.57993485342014,3443.2671530944604,94.89655172413794
39.025,4.14503,5.0,24.18646,"-0,03298",95.26605863192182,3717.757938110749,94.7962382445141
42.025,4.143,5.0,23.97615,"-0,03552",94.97511400651459,3991.3291661237754,94.69592476489028
45.025,4.14098,5.0,23.87099,"-0,03805",94.68560260586314,4263.219257328988,94.59561128526646
48.025,4.13879,5.0,23.97615,"-0,04058",94.3717263843648,4532.20215960912,94.49529780564264
51.025,4.13677,5.0,24.0813,"-0,04312",94.08221498371336,4800.5450195439735,94.39498432601881
54.025,4.13491,5.0,24.29162,"-0,04566",93.815635179153,5068.389690553741,94.29467084639498
57.025,4.13306,5.0,24.18646,"-0,04819",93.55048859934854,5334.716612377851,94.19435736677116
60.025,4.13121,5.0,24.18646,"-0,05072",93.28534201954396,5599.452654723126,94.09404388714734
63.025,4.12952,5.0,24.0813,"-0,05326",93.04312703583062,5864.043081433225,93.99373040752351
66.025,4.12783,5.0,23.97615,"-0,0558",92.80091205211727,6127.180218241043,93.8934169278997
69.025,4.12615,5.0,23.97615,"-0,05833",92.56013029315956,6388.962993485339,93.79310344827586
72.025,4.12446,5.0,24.0813,"-0,06087",92.31791530944622,6649.197850162865,93.69278996865204
75.025,4.12295,5.0,24.0813,"-0,06341",92.10149837133551,6909.914915309447,93.59247648902821
78.025,4.12143,5.0,24.0813,"-0,06594",91.88364820846904,7169.221651465798,93.4921630094044
81.025,4.11991,5.0,24.18646,"-0,06848",91.66579804560256,7427.221286644948,93.39184952978056
84.025,4.11856,5.0,24.0813,"-0,07101",91.47231270358309,7685.9610749185695,93.29153605015674
87.025,4.11722,5.0,24.0813,"-0,07355",91.28026058631913,7943.664677524423,93.19122257053291
90.025,4.11587,5.0,23.97615,"-0,07609",91.08677524429966,8200.086941368078,93.0909090909091
93.025,4.11452,5.0,24.0813,"-0,07863",90.89328990228006,8455.348293159603,92.99059561128527
96.025,4.11317,5.0,24.0813,"-0,08117",90.69980456026057,8709.448732899022,92.89028213166144
99.025,4.11199,5.0,24.0813,"-0,0837",90.53068403908784,8964.800986970675,92.78996865203762
102.025,4.11081,5.0,24.0813,"-0,08624",90.36156351791524,9219.138517915304,92.6896551724138
105.025,4.10963,5.0,24.18646,"-0,08877",90.19244299674264,9472.461325732897,92.58934169278997
108.025,4.10862,5.0,23.97615,"-0,09131",90.04768729641692,9727.40142019544,92.48902821316615
111.025,4.10744,5.0,24.0813,"-0,09385",89.87856677524432,9978.767876221502,92.38871473354232
114.025,4.10643,5.0,24.0813,"-0,09638",89.73381107491846,10231.897807817579,92.2884012539185
117.025,4.10525,5.0,23.97615,"-0,09892",89.56469055374586,10481.30791205211,92.18808777429467
120.025,4.10424,5.0,24.0813,"-0,10145",89.41993485342014,10732.627680781754,92.08777429467085
123.025,4.10322,5.0,24.0813,"-0,10399",89.27374592833877,10982.902592833878,91.98746081504703
126.025,4.10238,5.0,24.0813,"-0,10652",89.15335504885992,11235.551570032572,91.8871473354232
129.025,4.10137,5.0,24.0813,"-0,10906",89.00859934853419,11484.334530944625,91.78683385579937
132.025,4.10053,5.0,24.0813,"-0,11159",88.88820846905534,11735.465723127032,91.68652037617555
135.025,4.09969,5.0,24.0813,"-0,11413",88.76781758957648,11985.874570032565,91.58620689655173
138.025,4.09884,5.0,24.18646,"-0,11666",88.64599348534198,12235.363250814327,91.4858934169279
141.025,4.098,5.0,24.0813,"-0,1192",88.52560260586314,12484.32310749185,91.38557993730407
144.025,4.09716,5.0,24.0813,"-0,12174",88.40521172638428,12732.560618892496,91.28526645768025
147.025,4.09631,5.0,24.0813,"-0,12427",88.28338762214977,12979.86506514657,91.18495297805643
150.025,4.09564,5.0,24.0813,"-0,1268",88.18736156351792,13230.308918566778,91.08463949843261
153.025,4.09497,5.0,24.18646,"-0,12934",88.09133550488596,13480.176615635175,90.98432601880877
156.025,4.09412,5.0,23.97615,"-0,13187",87.96951140065146,13725.443016286645,90.88401253918495
159.025,4.09345,5.0,23.87099,"-0,1344",87.87348534201948,13974.081006514649,90.78369905956113
162.025,4.09277,5.0,24.0813,"-0,13694",87.77602605863186,14221.910622149828,90.68338557993731
165.025,4.0921,5.0,24.18646,"-0,13947",87.68,14469.392000000002,90.58307210031347
168.025,4.09143,5.0,24.29162,"-0,14201",87.58397394136801,14716.297221498362,90.48275862068965
171.025,4.09075,5.0,24.0813,"-0,14454",87.4865146579804,14962.381169381097,90.38244514106583
174.025,4.09025,5.0,23.97615,"-0,14708",87.41485342019541,15212.369866449508,90.28213166144201
177.025,4.08974,5.0,24.0813,"-0,14961",87.34175895765468,15461.67487947882,90.18181818181819
180.025,4.08907,5.0,24.18646,"-0,15215",87.24573289902283,15706.413065146584,90.08150470219435
183.025,4.08839,5.0,24.0813,"-0,15469",87.1482736156352,15950.312778501633,89.98119122257053
186.025,4.08789,5.0,23.97615,"-0,15722",87.0766123778501,16198.426817589565,89.88087774294671
189.025,4.08721,5.0,23.97615,"-0,15976",86.97915309446248,16441.23441368077,89.78056426332289
192.025,4.08671,5.0,24.0813,"-0,1623",86.9074918566775,16688.411123778496,89.68025078369907
195.025,4.08637,5.0,24.18646,"-0,16483",86.85876221498361,16939.63010097718,89.57993730407523
198.025,4.08586,5.0,24.0813,"-0,16737",86.785667752443,17185.731856677525,89.47962382445141
201.025,4.08536,5.0,24.0813,"-0,1699",86.7140065146579,17431.683159609103,89.37931034482759
204.025,4.08485,5.0,23.97615,"-0,17244",86.64091205211727,17676.912081433227,89.27899686520377
207.025,4.08435,5.0,23.87099,"-0,17498",86.56925081433216,17921.999149837116,89.17868338557994
210.025,4.08384,5.0,24.0813,"-0,17752",86.49615635179154,18166.355237785017,89.07836990595611
213.025,4.0835,5.0,24.18646,"-0,18005",86.44742671009767,18415.463074918556,88.97805642633229
216.025,4.08317,5.0,24.18646,"-0,18258",86.40013029315956,18664.588146579794,88.87774294670847
219.025,4.08266,5.0,24.0813,"-0,18512",86.32703583061883,18907.77902280129,88.77742946708464
222.025,4.08232,5.0,24.0813,"-0,18765",86.27830618892506,19155.940931596087,88.67711598746081
225.025,4.08182,5.0,24.0813,"-0,19019",86.20664495113996,19398.65028013027,88.57680250783699
228.025,4.08148,5.0,24.0813,"-0,19273",86.15791530944622,19646.158638436475,88.47648902821317
231.025,4.08114,5.0,24.0813,"-0,19526",86.10918566775247,19893.374618892514,88.37617554858934
234.025,4.08064,5.0,24.0813,"-0,1978",86.03752442996736,20134.931654723114,88.27586206896552
237.025,4.0803,5.0,24.0813,"-0,20034",85.98879478827361,20381.494084690552,88.17554858934169
240.025,4.07996,5.0,24.0813,"-0,20287",85.94006514657974,20627.764136807804,88.07523510971787
243.025,4.07963,5.0,24.0813,"-0,20541",85.89276872964165,20874.090120521163,87.97492163009404
246.025,4.07929,5.0,23.97615,"-0,20794",85.84403908794788,21119.77971661238,87.87460815047022
249.025,4.07895,5.0,23.97615,"-0,21048",85.79530944625401,21365.176934853404,87.77429467084639
252.025,4.07862,5.0,23.97615,"-0,21302",85.74801302931591,21610.642983713344,87.67398119122257
255.025,4.07828,5.0,24.0813,"-0,21556",85.69928338762216,21855.459745928343,87.57366771159874
258.025,4.07794,5.0,24.0813,"-0,21809",85.65055374592828,22099.98413029314,87.47335423197492
261.025,4.07777,5.0,23.97615,"-0,22063",85.62618892508141,22350.575964169373,87.3730407523511
264.025,4.07744,5.0,24.0813,"-0,22317",85.57889250814331,22594.967094462536,87.27272727272728
267.025,4.07727,5.0,24.0813,"-0,2257",85.55452768729643,22845.197755700327,87.17241379310344
270.025,4.07693,5.0,24.0813,"-0,22824",85.50579804560256,23088.70311726383,87.07210031347962
273.025,4.07659,5.0,23.97615,"-0,23077",85.4570684039088,23331.9161009772,86.9717868338558
276.025,4.07626,5.0,23.97615,"-0,23331",85.40977198697071,23575.23231270359,86.87147335423198
279.025,4.07609,5.0,24.18646,"-0,23584",85.38540716612371,23824.663234527667,86.77115987460814
282.025,4.07575,5.0,24.18646,"-0,23837",85.33667752442996,24067.076478827355,86.67084639498432
285.025,4.07558,5.0,23.97615,"-0,24091",85.31231270358309,24316.14192833877,86.5705329153605
288.025,4.07541,5.0,23.87099,"-0,24345",85.28794788273608,24565.061188925058,86.47021943573668
291.025,4.07508,5.0,23.97615,"-0,24599",85.24065146579798,24807.160592833854,86.36990595611286
294.025,4.07474,5.0,24.0813,"-0,24853",85.19192182410423,25048.554814332245,86.26959247648902
297.025,4.07457,5.0,24.0813,"-0,25106",85.16755700325723,25296.893618892478,86.1692789968652
300.025,4.0744,5.0,24.0813,"-0,2536",85.14319218241035,25545.086234527662,86.06896551724138
303.025,4.07406,5.0,24.0813,"-0,25613",85.0944625407166,25785.74951140065,85.96865203761756
306.025,4.0739,5.0,23.87099,"-0,25867",85.07153094462538,26034.01525732898,85.86833855799372
309.025,4.07373,5.0,23.97615,"-0,2612",85.0471661237785,26281.700511400646,85.7680250783699
312.025,4.07339,5.0,23.97615,"-0,26374",84.99843648208463,26521.637143322456,85.66771159874608
315.025,4.07322,5.0,24.0813,"-0,26628",84.97407166123776,26768.956925081424,85.56739811912226
318.025,4.07305,5.0,23.97615,"-0,26881",84.94970684039089,27016.13051791531,85.46708463949844
321.025,4.07272,5.0,23.97615,"-0,27134",84.90241042345278,27255.796306188928,85.3667711598746
324.025,4.07255,5.0,23.97615,"-0,27388",84.87804560260578,27502.608726384336,85.26645768025078
327.025,4.07238,5.0,23.97615,"-0,27641",84.8536807817589,27749.2749576547,85.16614420062696
330.025,4.07221,5.0,24.0813,"-0,27895",84.82931596091203,27995.79499999999,85.06583072100314
333.025,4.07204,5.0,23.97615,"-0,28148",84.80495114006516,28242.168853420197,84.96551724137932
336.025,4.07187,5.0,24.0813,"-0,28402",84.78058631921816,28488.39651791528,84.86520376175548
339.025,4.07154,5.0,23.97615,"-0,28655",84.73328990228005,28726.70360912049,84.76489028213166
342.025,4.07137,5.0,24.18646,"-0,28909",84.70892508143318,28972.57010097718,84.66457680250784
345.025,4.0712,5.0,24.0813,"-0,29163",84.68456026058631,29218.290403908788,84.56426332288402
348.025,4.07103,5.0,24.0813,"-0,29416",84.66019543973943,29463.86451791531,84.4639498432602
351.025,4.07086,5.0,23.97615,"-0,29669",84.63583061889243,29709.292442996713,84.36363636363636
354.025,4.07069,5.0,24.0813,"-0,29922",84.61146579804556,29954.574179153078,84.26332288401254
357.025,4.07052,5.0,24.0813,"-0,30176",84.58710097719869,30199.70972638436,84.16300940438872
360.025,4.07036,5.0,24.18646,"-0,30429",84.56416938110745,30445.215081433205,84.0626959247649
363.025,4.07019,5.0,23.97615,"-0,30683",84.53980456026058,30690.062550488594,83.96238244514106
366.025,4.07002,5.0,24.0813,"-0,30936",84.51543973941371,30934.7638306189,83.86206896551724
369.025,4.06985,5.0,24.0813,"-0,3119",84.4910749185667,31179.318921824073,83.76175548589342
372.025,4.06968,5.0,24.18646,"-0,31443",84.46671009771983,31423.727824104215,83.6614420062696
375.025,4.06951,5.0,24.0813,"-0,31697",84.44234527687296,31667.990537459278,83.56112852664577
378.025,4.06934,5.0,24.0813,"-0,3195",84.41798045602609,31912.10706188926,83.46081504702194
381.025,4.06918,5.0,23.97615,"-0,32204",84.39504885993485,32156.623491856673,83.36050156739812
384.025,4.06901,5.0,24.0813,"-0,32457",84.37068403908785,32400.45193811071,83.2601880877743
387.025,4.06884,5.0,24.18646,"-0,32711",84.34631921824098,32644.134195439714,83.15987460815047
390.025,4.06867,5.0,24.0813,"-0,32964",84.3219543973941,32887.67026384363,83.05956112852664
393.025,4.0685,5.0,24.0813,"-0,33218",84.29758957654722,33131.06014332247,82.95924764890282
396.025,4.06833,5.0,23.97615,"-0,33471",84.27322475570023,33374.30383387618,82.858934169279
399.025,4.06833,5.0,24.0813,"-0,33725",84.27322475570023,33627.12350814328,82.75862068965517
402.025,4.06816,5.0,24.0813,"-0,33978",84.24885993485336,33870.14791530942,82.65830721003135
405.025,4.068,5.0,24.0813,"-0,34232",84.22592833876212,34113.60662540713,82.55799373040753
408.025,4.06766,5.0,23.97615,"-0,34485",84.17719869706838,34346.40149837132,82.4576802507837
411.025,4.06749,5.0,24.18646,"-0,34739",84.15283387622151,34588.918543973945,82.35736677115987
414.025,4.06749,5.0,24.18646,"-0,34993",84.15283387622151,34841.37704560261,82.25705329153605
417.025,4.06732,5.0,24.0813,"-0,35247",84.1284690553745,35083.674807817544,82.15673981191223
420.025,4.06732,5.0,23.87099,"-0,35501",84.1284690553745,35336.06021498367,82.0564263322884
423.025,4.06715,5.0,23.97615,"-0,35754",84.10410423452763,35578.138693811045,81.95611285266457
426.025,4.06698,5.0,23.97615,"-0,36008",84.07973941368076,35820.07098371334,81.85579937304075
429.025,4.06682,5.0,24.18646,"-0,36262",84.05680781758952,36062.47197394134,81.75548589341693
432.025,4.06665,5.0,24.18646,"-0,36515",84.03244299674265,36304.11618566774,81.65517241379311
435.025,4.06648,5.0,23.87099,"-0,36769",84.00807817589578,36545.61420846906,81.55485893416927
438.025,4.06631,5.0,23.87099,"-0,37022",83.98371335504878,36786.96604234524,81.45454545454545
441.025,4.06631,5.0,24.0813,"-0,37276",83.98371335504878,37038.91718241038,81.35423197492163
444.025,4.06614,5.0,24.0813,"-0,37529",83.95934853420191,37280.049732899,81.25391849529781
447.025,4.06597,5.0,24.0813,"-0,37783",83.93498371335502,37521.03609446253,81.15360501567397
450.025,4.0658,5.0,24.0813,"-0,38036",83.91061889250814,37761.876267100975,81.05329153605015
453.025,4.06564,5.0,23.97615,"-0,3829",83.88768729641693,38003.21953745928,80.95297805642633
456.025,4.06547,5.0,23.97615,"-0,38543",83.86332247557006,38243.77163192183,80.85266457680251
459.025,4.0653,5.0,23.87099,"-0,38797",83.83895765472305,38484.17753745925,80.75235109717869
462.025,4.0653,5.0,23.97615,"-0,3905",83.83895765472305,38735.69441042341,80.65203761755485
465.025,4.06513,5.0,23.97615,"-0,39304",83.81459283387618,38975.88103257327,80.55172413793103
468.025,4.06496,5.0,24.0813,"-0,39558",83.7902280130293,39215.92146579804,80.45141065830721
471.025,4.06479,5.0,24.0813,"-0,39812",83.76586319218242,39455.815710097726,80.35109717868339
474.025,4.06446,5.0,24.0813,"-0,40065",83.71856677524433,39684.69361563519,80.25078369905957
477.025,4.06429,5.0,24.0813,"-0,40319",83.69420195439731,39924.226687296374,80.15047021943573
480.025,4.06429,5.0,24.0813,"-0,40573",83.69420195439731,40175.30929315957,80.05015673981191
483.025,4.06412,5.0,24.0813,"-0,40826",83.66983713355044,40414.6230814332,79.94984326018809
486.025,4.06395,5.0,24.0813,"-0,4108",83.64547231270357,40653.790680781756,79.84952978056427
489.025,4.06378,5.0,24.0813,"-0,41333",83.62110749185669,40892.81209120522,79.74921630094045
492.025,4.06361,5.0,24.0813,"-0,41588",83.5967426710097,41131.68731270354,79.64890282131661
495.025,4.06328,5.0,24.0813,"-0,41841",83.5494462540716,41359.06463192179,79.54858934169279
498.025,4.06311,5.0,24.0813,"-0,42094",83.52508143322473,41597.57868078174,79.44827586206897
501.025,4.06294,5.0,24.0813,"-0,42348",83.50071661237784,41835.946540716606,79.34796238244515
504.025,4.06277,5.0,24.0813,"-0,42601",83.47635179153096,42074.16821172639,79.24764890282131
507.025,4.0626,5.0,23.97615,"-0,42855",83.45198697068398,42312.24369381104,79.14733542319749
510.025,4.06227,5.0,23.97615,"-0,43108",83.40469055374587,42538.47729967423,79.04702194357367
513.025,4.0621,5.0,24.18646,"-0,43362",83.380325732899,42776.191609120506,78.94670846394985
516.025,4.06176,5.0,24.0813,"-0,43615",83.33159609120511,43001.186872964114,78.84639498432603
519.025,4.06142,5.0,23.97615,"-0,43869",83.28286644951136,43225.88975895763,78.7460815047022
522.025,4.06125,5.0,24.0813,"-0,44122",83.25850162866449,43463.01931270358,78.64576802507837
525.025,4.06092,5.0,24.0813,"-0,44376",83.2112052117264,43687.963016286645,78.54545454545455
528.025,4.06075,5.0,24.0813,"-0,44629",83.1868403908794,43924.73139739409,78.44514106583073
531.025,4.06041,5.0,24.0813,"-0,44883",83.13811074918564,44148.415260586306,78.34482758620689
534.025,4.06007,5.0,24.0813,"-0,45137",83.08938110749176,44371.80674592828,78.24451410658307
537.025,4.05974,5.0,24.0813,"-0,4539",83.04208469055366,44595.67553094458,78.14420062695925
540.025,4.0594,5.0,24.0813,"-0,45643",82.99335504885991,44818.48656026057,78.04388714733543
543.025,4.05889,5.0,24.0813,"-0,45897",82.92026058631916,45027.77450488596,77.9435736677116
546.025,4.05856,5.0,24.0813,"-0,4615",82.87296416938106,45250.7102605863,77.84326018808778
549.025,4.05822,5.0,24.18646,"-0,46404",82.82423452768731,45472.575361563526,77.74294670846395
552.025,4.05771,5.0,24.0813,"-0,46658",82.75114006514656,45680.698094462525,77.64263322884013
555.025,4.05738,5.0,23.97615,"-0,46911",82.70384364820846,45902.7008208469,77.5423197492163
558.025,4.05687,5.0,24.0813,"-0,47165",82.63074918566771,46110.02381433222,77.44200626959247
561.025,4.05637,5.0,24.18646,"-0,47418",82.55908794788273,46317.712315960904,77.34169278996865
564.025,4.05586,5.0,24.29162,"-0,47673",82.48599348534198,46524.16247557001,77.24137931034483
567.025,4.05535,5.0,23.87099,"-0,47926",82.41289902280124,46730.174068403874,77.141065830721
570.025,4.05485,5.0,24.0813,"-0,4818",82.34123778501626,46936.564068403895,77.04075235109718
573.025,4.05434,5.0,24.18646,"-0,48433",82.26814332247551,47141.70282736153,76.94043887147336
576.025,4.05384,5.0,24.29162,"-0,48687",82.19648208469053,47347.22859283386,76.84012539184953
579.025,4.05316,5.0,24.0813,"-0,4894",82.09902280130291,47537.38667752442,76.7398119122257
582.025,4.05249,5.0,23.97615,"-0,49194",82.00299674267093,47727.79417915305,76.63949843260188
585.025,4.05198,5.0,24.0813,"-0,49448",81.9299022801303,47931.04108143323,76.53918495297806
588.025,4.05131,5.0,24.18646,"-0,49701",81.83387622149833,48120.36506514655,76.43887147335423
591.025,4.05063,5.0,24.18646,"-0,49955",81.73641693811071,48308.26582084688,76.3385579937304
594.025,4.05013,5.0,23.87099,"-0,50209",81.66475570032573,48510.90650488599,76.23824451410658
597.025,4.04945,5.0,23.87099,"-0,50462",81.5672964169381,48697.71514332247,76.13793103448276
600.025,4.04878,5.0,23.97615,"-0,50715",81.47127035830613,48884.79899674263,76.03761755485894
603.025,4.04811,5.0,23.97615,"-0,50969",81.37524429967428,49071.30669381108,75.93730407523512
606.025,4.04726,5.0,24.0813,"-0,51222",81.25342019543966,49241.60397394132,75.83699059561128
609.025,4.04659,5.0,24.0813,"-0,51476",81.15739413680781,49426.88196416938,75.73667711598746
612.025,4.04591,5.0,24.0813,"-0,5173",81.05993485342017,49610.70662866448,75.63636363636364
615.025,4.04524,5.0,24.0813,"-0,51983",80.9639087947882,49794.82800651461,75.5360501567398
618.025,4.04457,5.0,23.97615,"-0,52237",80.86788273615635,49978.37322801302,75.43573667711598
621.025,4.04372,5.0,24.0813,"-0,5249",80.74605863192184,50145.32106188926,75.33542319749216
624.025,4.04288,5.0,24.0813,"-0,52743",80.625667752443,50312.432319218235,75.23510971786834
627.025,4.04221,5.0,24.0813,"-0,52997",80.52964169381102,50494.09858306185,75.13479623824452
630.025,4.04136,5.0,24.0813,"-0,53251",80.40781758957651,50658.93527687294,75.0344827586207
633.025,4.04052,5.0,24.18646,"-0,53504",80.28742671009766,50823.94829315957,74.93416927899686
636.025,4.03985,5.0,24.0813,"-0,53758",80.19140065146581,51003.73559934854,74.83385579937304
639.025,4.039,5.0,23.97615,"-0,54011",80.0695765472312,51166.46115309441,74.73354231974922
642.025,4.03833,5.0,23.97615,"-0,54265",79.97355048859934,51345.01875244299,74.6332288401254
645.025,4.03732,5.0,23.97615,"-0,54518",79.82879478827361,51491.568358306184,74.53291536050156
648.025,4.03648,5.0,24.0813,"-0,54772",79.70840390879476,51653.03844299672,74.43260188087774
651.025,4.03563,5.0,24.0813,"-0,55026",79.58657980456026,51812.85311726384,74.33228840125392
654.025,4.03479,5.0,24.0813,"-0,55279",79.46618892508141,51972.87421172637,74.2319749216301
657.025,4.03395,5.0,24.18646,"-0,55533",79.34579804560256,52132.17296091202,74.13166144200628
660.025,4.0331,5.0,24.0813,"-0,55786",79.22397394136807,52289.80340065146,74.03134796238245
663.025,4.03226,5.0,24.0813,"-0,5604",79.10358306188921,52447.65315960909,73.93103448275862
666.025,4.03142,5.0,24.0813,"-0,56293",78.98319218241035,52604.78057328985,73.8307210031348
669.025,4.03058,5.0,24.0813,"-0,56547",78.8628013029315,52761.185641693744,73.73040752351098
672.025,4.02956,5.0,24.0813,"-0,568",78.71661237785014,52899.531433224736,73.63009404388714
675.025,4.02872,5.0,24.0813,"-0,57054",78.59622149837128,53054.41441693807,73.52978056426332
678.025,4.02771,5.0,24.0813,"-0,57308",78.45146579804556,53192.055097719836,73.4294670846395
681.025,4.02687,5.0,24.0813,"-0,57561",78.3310749185667,53345.42029641689,73.32915360501568
684.025,4.02602,5.0,24.0813,"-0,57814",78.20925081433221,53497.08278827359,73.22884012539186
687.025,4.02518,5.0,23.97615,"-0,58068",78.08885993485336,53648.99899674263,73.12852664576803
690.025,4.02417,5.0,24.0813,"-0,58322",77.94410423452763,53783.38052442992,73.0282131661442
693.025,4.02316,5.0,23.97615,"-0,58575",77.7993485342019,53916.89351791527,72.92789968652038
696.025,4.02215,5.0,24.0813,"-0,58829",77.65459283387618,54049.53797719866,72.82758620689656
699.025,4.02131,5.0,24.0813,"-0,59082",77.53420195439732,54198.34552117258,72.72727272727272
702.025,4.02029,5.0,24.0813,"-0,59335",77.38801302931594,54328.31984690552,72.6269592476489
705.025,4.01945,5.0,24.0813,"-0,59589",77.2676221498371,54475.605306188896,72.52664576802508
708.025,4.01844,5.0,23.97615,"-0,59842",77.12286644951136,54604.91751791528,72.42633228840126
711.025,4.01743,5.0,23.97615,"-0,60096",76.97811074918565,54733.36119543972,72.32601880877743
714.025,4.01642,5.0,23.87099,"-0,60349",76.83335504885991,54860.9363387622,72.22570532915361
717.025,4.01541,5.0,24.18646,"-0,60603",76.68859934853418,54987.64294788272,72.12539184952978
720.025,4.01439,5.0,24.0813,"-0,60856",76.5424104234527,55112.449065146524,72.02507836990596
723.025,4.01338,5.0,24.0813,"-0,61109",76.39765472312696,55237.41430618887,71.92476489028213
726.025,4.01254,5.0,24.0813,"-0,61363",76.27726384364824,55379.200482084714,71.82445141065831
